Category,Job ID,Sub ID,Budget Avg,Country Normalized,Absolute Date,Job Type,Experience Level,Allowed Applicant Country
Web & Mobile Design,1973307014982556389,~021973307014982556389,19.0,Reunion,2025-10-01T08:40:29.509Z,Hourly,Intermediate,Colombia
Web & Mobile Design,1973307014982556389,~021973307014982556389,19.0,Reunion,2025-10-01T08:40:29.509Z,Hourly,Intermediate,Bulgaria
Web & Mobile Design,1973307014982556389,~021973307014982556389,19.0,Reunion,2025-10-01T08:40:29.509Z,Hourly,Intermediate,Gabon
Web & Mobile Design,1973307014982556389,~021973307014982556389,19.0,Reunion,2025-10-01T08:40:29.509Z,Hourly,Intermediate,Ghana
Web & Mobile Design,1973307014982556389,~021973307014982556389,19.0,Reunion,2025-10-01T08:40:29.509Z,Hourly,Intermediate,Mauritius
Web & Mobile Design,1973307014982556389,~021973307014982556389,19.0,Reunion,2025-10-01T08:40:29.509Z,Hourly,Intermediate,Mayotte
Web & Mobile Design,1973307014982556389,~021973307014982556389,19.0,Reunion,2025-10-01T08:40:29.509Z,Hourly,Intermediate,Nepal
Web & Mobile Design,1973307014982556389,~021973307014982556389,19.0,Reunion,2025-10-01T08:40:29.509Z,Hourly,Intermediate,Niger
Web & Mobile Design,1973307014982556389,~021973307014982556389,19.0,Reunion,2025-10-01T08:40:29.509Z,Hourly,Intermediate,Pakistan
Web & Mobile Design,1973307014982556389,~021973307014982556389,19.0,Reunion,2025-10-01T08:40:29.509Z,Hourly,Intermediate,Senegal
Web & Mobile Design,1973307014982556389,~021973307014982556389,19.0,Reunion,2025-10-01T08:40:29.509Z,Hourly,Intermediate,Saudi Arabia
Web & Mobile Design,1973307014982556389,~021973307014982556389,19.0,Reunion,2025-10-01T08:40:29.509Z,Hourly,Intermediate,Slovenia
Web & Mobile Design,1973307014982556389,~021973307014982556389,19.0,Reunion,2025-10-01T08:40:29.509Z,Hourly,Intermediate,Slovakia
Web & Mobile Design,1973307014982556389,~021973307014982556389,19.0,Reunion,2025-10-01T08:40:29.509Z,Hourly,Intermediate,Tajikistan
Web & Mobile Design,1959195492053166116,~021959195492053166116,105.0,United States,2025-08-23T10:06:20.270Z,Fixed,Intermediate,Argentina
Web & Mobile Design,1959195492053166116,~021959195492053166116,105.0,United States,2025-08-23T10:06:20.270Z,Fixed,Intermediate,Colombia
Web & Mobile Design,1959195492053166116,~021959195492053166116,105.0,United States,2025-08-23T10:06:20.270Z,Fixed,Intermediate,Dominican Republic
Web & Mobile Design,1959195492053166116,~021959195492053166116,105.0,United States,2025-08-23T10:06:20.270Z,Fixed,Intermediate,Chile
Web & Mobile Design,1959195492053166116,~021959195492053166116,105.0,United States,2025-08-23T10:06:20.270Z,Fixed,Intermediate,Spain
Web & Mobile Design,1959195492053166116,~021959195492053166116,105.0,United States,2025-08-23T10:06:20.270Z,Fixed,Intermediate,Venezuela
Web & Mobile Design,1959195492053166116,~021959195492053166116,105.0,United States,2025-08-23T10:06:20.270Z,Fixed,Intermediate,Peru
Web & Mobile Design,1959195492053166116,~021959195492053166116,105.0,United States,2025-08-23T10:06:20.270Z,Fixed,Intermediate,Brazil
Web & Mobile Design,1959195492053166116,~021959195492053166116,105.0,United States,2025-08-23T10:06:20.270Z,Fixed,Intermediate,Paraguay
Web & Mobile Design,1959195492053166116,~021959195492053166116,105.0,United States,2025-08-23T10:06:20.270Z,Fixed,Intermediate,Bolivia
Web & Mobile Design,1959195492053166116,~021959195492053166116,105.0,United States,2025-08-23T10:06:20.270Z,Fixed,Intermediate,El Salvador
Web & Mobile Design,1959195492053166116,~021959195492053166116,105.0,United States,2025-08-23T10:06:20.270Z,Fixed,Intermediate,Mexico
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Australia
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Austria
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Belgium
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Brazil
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Canada
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Chile
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Costa Rica
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Denmark
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Czech Republic
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,El Salvador
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Finland
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,France
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Germany
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Greece
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Hong Kong
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Ireland
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Mexico
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Norway
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Panama
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Poland
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Singapore
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Slovakia
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Sweden
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Switzerland
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,United Kingdom
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,United States
Web & Mobile Design,1963284741011097649,~021963284741011097649,20.0,United States,2025-09-03T16:55:33.208Z,Hourly,Expert,Venezuela
Web & Mobile Design,1978563154992325358,~021978563154992325358,450.0,United States,2025-10-15T20:46:30.976Z,Fixed,Intermediate,Bangladesh
Web & Mobile Design,1978563154992325358,~021978563154992325358,450.0,United States,2025-10-15T20:46:30.976Z,Fixed,Intermediate,India
Web & Mobile Design,1978563154992325358,~021978563154992325358,450.0,United States,2025-10-15T20:46:30.976Z,Fixed,Intermediate,Pakistan
Web & Mobile Design,1978563154992325358,~021978563154992325358,450.0,United States,2025-10-15T20:46:30.976Z,Fixed,Intermediate,Philippines
Web & Mobile Design,1983231021854580728,~021983231021854580728,,Georgia,2025-10-28T17:54:57.132Z,Fixed,Intermediate,Georgia
Web & Mobile Design,1987119661674882187,~021987119661674882187,27.5,Germany,2025-11-08T11:27:01.134Z,Hourly,Expert,Germany
Web & Mobile Design,1987119661674882187,~021987119661674882187,27.5,Germany,2025-11-08T11:27:01.134Z,Hourly,Expert,Austria
Web & Mobile Design,1987119661674882187,~021987119661674882187,27.5,Germany,2025-11-08T11:27:01.134Z,Hourly,Expert,Switzerland
QA Testing,1961667984891331571,~021961667984891331571,11.0,United States,2025-08-30T05:51:08.480Z,Hourly,Expert,India
QA Testing,1984907067330367514,~021984907067330367514,11.0,United States,2025-11-02T08:54:57.517Z,Hourly,Expert,India
Web & Mobile Design,1970136261961772548,~021970136261961772548,14.5,United States,2025-09-22T14:41:03.111Z,Hourly,Expert,India
Web & Mobile Design,1970136261961772548,~021970136261961772548,14.5,United States,2025-09-22T14:41:03.111Z,Hourly,Expert,Philippines
Web & Mobile Design,1970136261961772548,~021970136261961772548,14.5,United States,2025-09-22T14:41:03.111Z,Hourly,Expert,United States
Web & Mobile Design,1970136261961772548,~021970136261961772548,14.5,United States,2025-09-22T14:41:03.111Z,Hourly,Expert,Mexico
Web & Mobile Design,1973289576943915825,~021973289576943915825,750.0,United States,2025-10-01T07:31:11.975Z,Fixed,Expert,India
Web & Mobile Design,1973289576943915825,~021973289576943915825,750.0,United States,2025-10-01T07:31:11.975Z,Fixed,Expert,Ukraine
Web & Mobile Design,1973289576943915825,~021973289576943915825,750.0,United States,2025-10-01T07:31:11.975Z,Fixed,Expert,United Kingdom
Web & Mobile Design,1973289576943915825,~021973289576943915825,750.0,United States,2025-10-01T07:31:11.975Z,Fixed,Expert,United States
Web & Mobile Design,1983605573341217332,~021983605573341217332,,United Kingdom,2025-10-29T18:43:17.207Z,Hourly,Expert,India
Web & Mobile Design,1983605573341217332,~021983605573341217332,,United Kingdom,2025-10-29T18:43:17.207Z,Hourly,Expert,United Kingdom
Web & Mobile Design,1967519238429472974,~021967519238429472974,8.5,Australia,2025-09-15T09:21:56.060Z,Hourly,Intermediate,Philippines
Web & Mobile Design,1973299887103165172,~021973299887103165172,,Australia,2025-10-01T08:12:10.221Z,Hourly,Intermediate,Philippines
Web & Mobile Design,1978230125267058030,~021978230125267058030,,United States,2025-10-14T22:43:10.443Z,Hourly,Intermediate,Philippines
Web & Mobile Design,1978262733285621380,~021978262733285621380,170.0,United States,2025-10-15T00:52:44.862Z,Fixed,Intermediate,Philippines
Web & Mobile Design,1983271836648653291,~021983271836648653291,7.5,United States,2025-10-28T20:37:08.173Z,Hourly,Expert,Philippines
Web Development,1965809534570144920,~021965809534570144920,,United States,2025-09-10T16:08:10.881Z,Hourly,Expert,Philippines
Web Development,1973576025901609997,~021973576025901609997,330.0,Australia,2025-10-02T02:29:26.713Z,Fixed,Intermediate,Philippines
Web Development,1973576025901609997,~021973576025901609997,330.0,Australia,2025-10-02T02:29:26.713Z,Fixed,Intermediate,Australia
Web Development,1981317598043801081,~021981317598043801081,32.5,Australia,2025-10-23T11:11:41.375Z,Hourly,Expert,Ukraine
Web Development,1981317598043801081,~021981317598043801081,32.5,Australia,2025-10-23T11:11:41.375Z,Hourly,Expert,Poland
Web Development,1981317598043801081,~021981317598043801081,32.5,Australia,2025-10-23T11:11:41.375Z,Hourly,Expert,Romania
Web Development,1981317598043801081,~021981317598043801081,32.5,Australia,2025-10-23T11:11:41.375Z,Hourly,Expert,Serbia
Web Development,1983195648299463858,~021983195648299463858,,Mexico,2025-10-28T15:34:23.464Z,Hourly,Intermediate,Ukraine
Web & Mobile Design,1960405524979760395,~021960405524979760395,34.0,United States,2025-08-26T18:14:34.622Z,Hourly,Expert,United States
Web & Mobile Design,1960405524979760395,~021960405524979760395,34.0,United States,2025-08-26T18:14:34.622Z,Hourly,Expert,Canada
Web & Mobile Design,1960405524979760395,~021960405524979760395,34.0,United States,2025-08-26T18:14:34.622Z,Hourly,Expert,Ukraine
Web & Mobile Design,1960405524979760395,~021960405524979760395,34.0,United States,2025-08-26T18:14:34.622Z,Hourly,Expert,Germany
Web & Mobile Design,1960405524979760395,~021960405524979760395,34.0,United States,2025-08-26T18:14:34.622Z,Hourly,Expert,France
Web & Mobile Design,1960405524979760395,~021960405524979760395,34.0,United States,2025-08-26T18:14:34.622Z,Hourly,Expert,Poland
Web & Mobile Design,1960405524979760395,~021960405524979760395,34.0,United States,2025-08-26T18:14:34.622Z,Hourly,Expert,United Kingdom
Web & Mobile Design,1960405524979760395,~021960405524979760395,34.0,United States,2025-08-26T18:14:34.622Z,Hourly,Expert,United Arab Emirates
Web & Mobile Design,1960405524979760395,~021960405524979760395,34.0,United States,2025-08-26T18:14:34.622Z,Hourly,Expert,Turkey
Web & Mobile Design,1960405524979760395,~021960405524979760395,34.0,United States,2025-08-26T18:14:34.622Z,Hourly,Expert,Kazakhstan
Web & Mobile Design,1967692317842529005,~021967692317842529005,800.0,United States,2025-09-15T20:49:41.403Z,Fixed,Expert,United States
Web & Mobile Design,1968757639152458477,~021968757639152458477,,United States,2025-09-18T19:22:53.799Z,Fixed,Intermediate,United States
Web & Mobile Design,1968858372733532366,~021968858372733532366,10.0,United States,2025-09-19T02:03:10.551Z,Hourly,Intermediate,United States
Web & Mobile Design,1970950344714200224,~021970950344714200224,60.0,United States,2025-09-24T20:35:55.556Z,Fixed,Expert,United States
Web & Mobile Design,1975675639237983833,~021975675639237983833,,United States,2025-10-07T21:32:33.547Z,Fixed,Expert,United States
Web & Mobile Design,1977052095179090231,~021977052095179090231,,United States,2025-10-11T16:42:06.246Z,Fixed,Intermediate,United States
Web & Mobile Design,1978969482725632880,~021978969482725632880,500.0,United States,2025-10-16T23:41:07.034Z,Fixed,Intermediate,United States
Web & Mobile Design,1980628811426704840,~021980628811426704840,15.0,United States,2025-10-21T13:34:41.836Z,Hourly,Intermediate,United States
Web & Mobile Design,1981447114477701482,~021981447114477701482,42.5,United States,2025-10-23T19:46:20.563Z,Hourly,Expert,United States
Web Development,1970645386281352561,~021970645386281352561,,United States,2025-09-24T00:24:07.788Z,Fixed,Intermediate,United States
Web Development,1972798750555586896,~021972798750555586896,52.5,United States,2025-09-29T23:00:49.853Z,Hourly,Intermediate,United States
Web Development,1980401784575075925,~021980401784575075925,56.5,United States,2025-10-20T22:32:34.479Z,Hourly,Intermediate,United States
Ecommerce Development,1986031641995957300,~021986031641995957300,,United States,2025-11-05T11:23:37.111Z,Hourly,Expert,United States
Ecommerce Development,1985529118150902640,~021985529118150902640,500.0,Australia,2025-11-04T02:06:46.020Z,Fixed,Expert,Australia
Ecommerce Development,1985529118150902640,~021985529118150902640,500.0,Australia,2025-11-04T02:06:46.020Z,Fixed,Expert,India
Ecommerce Development,1973102672547144791,~021973102672547144791,,United States,2025-09-30T19:08:30.497Z,Hourly,Intermediate,United States
Ecommerce Development,1973131424847577424,~021973131424847577424,,United States,2025-09-30T21:02:45.574Z,Fixed,Intermediate,United States
Web & Mobile Design,1968437945271974094,~021968437945271974094,,United States,2025-09-17T22:12:32.835Z,Fixed,Expert,United States
Web & Mobile Design,1984861690208161818,~021984861690208161818,150.0,United States,2025-11-02T05:54:38.753Z,Fixed,Expert,United States
Web Development,1970379340295761412,~021970379340295761412,30.0,Germany,2025-09-23T06:46:57.485Z,Hourly,Expert,Albania
Web Development,1970379340295761412,~021970379340295761412,30.0,Germany,2025-09-23T06:46:57.485Z,Hourly,Expert,Austria
Web Development,1970379340295761412,~021970379340295761412,30.0,Germany,2025-09-23T06:46:57.485Z,Hourly,Expert,Bosnia and Herzegovina
Web Development,1970379340295761412,~021970379340295761412,30.0,Germany,2025-09-23T06:46:57.485Z,Hourly,Expert,Bulgaria
Web Development,1970379340295761412,~021970379340295761412,30.0,Germany,2025-09-23T06:46:57.485Z,Hourly,Expert,Croatia
Web Development,1970379340295761412,~021970379340295761412,30.0,Germany,2025-09-23T06:46:57.485Z,Hourly,Expert,Germany
Web Development,1970379340295761412,~021970379340295761412,30.0,Germany,2025-09-23T06:46:57.485Z,Hourly,Expert,North Macedonia
Web Development,1970379340295761412,~021970379340295761412,30.0,Germany,2025-09-23T06:46:57.485Z,Hourly,Expert,Serbia
Web Development,1970379340295761412,~021970379340295761412,30.0,Germany,2025-09-23T06:46:57.485Z,Hourly,Expert,Slovenia
Web Development,1970379340295761412,~021970379340295761412,30.0,Germany,2025-09-23T06:46:57.485Z,Hourly,Expert,Ukraine
Web Development,1970379340295761412,~021970379340295761412,30.0,Germany,2025-09-23T06:46:57.485Z,Hourly,Expert,Montenegro
Ecommerce Development,1986165793105826868,~021986165793105826868,,United States,2025-11-05T20:16:41.176Z,Hourly,Intermediate,India
Ecommerce Development,1975212445800839579,~021975212445800839579,250.0,United States,2025-10-06T14:51:59.708Z,Fixed,Expert,United States
Web Development,1975998146264477414,~021975998146264477414,22.5,Spain,2025-10-08T18:54:05.223Z,Hourly,Intermediate,Argentina
Web Development,1975998146264477414,~021975998146264477414,22.5,Spain,2025-10-08T18:54:05.223Z,Hourly,Intermediate,Brazil
Web Development,1975998146264477414,~021975998146264477414,22.5,Spain,2025-10-08T18:54:05.223Z,Hourly,Intermediate,Chile
Web Development,1975998146264477414,~021975998146264477414,22.5,Spain,2025-10-08T18:54:05.223Z,Hourly,Intermediate,Colombia
Web Development,1975998146264477414,~021975998146264477414,22.5,Spain,2025-10-08T18:54:05.223Z,Hourly,Intermediate,Costa Rica
Web Development,1975998146264477414,~021975998146264477414,22.5,Spain,2025-10-08T18:54:05.223Z,Hourly,Intermediate,Guatemala
Web Development,1975998146264477414,~021975998146264477414,22.5,Spain,2025-10-08T18:54:05.223Z,Hourly,Intermediate,Mexico
Web Development,1975998146264477414,~021975998146264477414,22.5,Spain,2025-10-08T18:54:05.223Z,Hourly,Intermediate,Panama
Web Development,1975998146264477414,~021975998146264477414,22.5,Spain,2025-10-08T18:54:05.223Z,Hourly,Intermediate,Paraguay
Web Development,1975998146264477414,~021975998146264477414,22.5,Spain,2025-10-08T18:54:05.223Z,Hourly,Intermediate,Peru
Web Development,1975998146264477414,~021975998146264477414,22.5,Spain,2025-10-08T18:54:05.223Z,Hourly,Intermediate,Uruguay
Web & Mobile Design,1977690151449632256,~021977690151449632256,7.5,United States,2025-10-13T10:57:30.715Z,Hourly,Intermediate,Colombia
Web & Mobile Design,1977690151449632256,~021977690151449632256,7.5,United States,2025-10-13T10:57:30.715Z,Hourly,Intermediate,India
Web Development,1988593801816663179,~021988593801816663179,25.0,France,2025-11-12T13:04:43.576Z,Hourly,Intermediate,France
Web Development,1974134753367399406,~021974134753367399406,,United States,2025-10-03T15:29:37.776Z,Hourly,Intermediate,India
Web Development,1974134753367399406,~021974134753367399406,,United States,2025-10-03T15:29:37.776Z,Hourly,Intermediate,Indonesia
Web Development,1974134753367399406,~021974134753367399406,,United States,2025-10-03T15:29:37.776Z,Hourly,Intermediate,Bangladesh
Web Development,1988654539979163136,~021988654539979163136,,United States,2025-11-12T17:06:04.688Z,Hourly,Intermediate,India
Web Development,1973112556806574739,~021973112556806574739,25.0,Spain,2025-09-30T19:47:47.089Z,Hourly,Intermediate,Mexico
Web Development,1973112556806574739,~021973112556806574739,25.0,Spain,2025-09-30T19:47:47.089Z,Hourly,Intermediate,Argentina
Web Development,1973112556806574739,~021973112556806574739,25.0,Spain,2025-09-30T19:47:47.089Z,Hourly,Intermediate,Brazil
Web Development,1973112556806574739,~021973112556806574739,25.0,Spain,2025-09-30T19:47:47.089Z,Hourly,Intermediate,Chile
Web Development,1973112556806574739,~021973112556806574739,25.0,Spain,2025-09-30T19:47:47.089Z,Hourly,Intermediate,Uruguay
Web Development,1973112556806574739,~021973112556806574739,25.0,Spain,2025-09-30T19:47:47.089Z,Hourly,Intermediate,Paraguay
Web Development,1973112556806574739,~021973112556806574739,25.0,Spain,2025-09-30T19:47:47.089Z,Hourly,Intermediate,Panama
Web Development,1973112556806574739,~021973112556806574739,25.0,Spain,2025-09-30T19:47:47.089Z,Hourly,Intermediate,Colombia
Web Development,1973112556806574739,~021973112556806574739,25.0,Spain,2025-09-30T19:47:47.089Z,Hourly,Intermediate,Peru
Web Development,1973112556806574739,~021973112556806574739,25.0,Spain,2025-09-30T19:47:47.089Z,Hourly,Intermediate,Guatemala
Web Development,1973112556806574739,~021973112556806574739,25.0,Spain,2025-09-30T19:47:47.089Z,Hourly,Intermediate,Costa Rica
Mobile Development,1968661016200899756,~021968661016200899756,700.0,United States,2025-09-18T12:58:57.118Z,Fixed,Expert,Pakistan
Mobile Development,1968661016200899756,~021968661016200899756,700.0,United States,2025-09-18T12:58:57.118Z,Fixed,Expert,Philippines
Mobile Development,1968661016200899756,~021968661016200899756,700.0,United States,2025-09-18T12:58:57.118Z,Fixed,Expert,Sri Lanka
Mobile Development,1968661016200899756,~021968661016200899756,700.0,United States,2025-09-18T12:58:57.118Z,Fixed,Expert,Bangladesh
Mobile Development,1968661016200899756,~021968661016200899756,700.0,United States,2025-09-18T12:58:57.118Z,Fixed,Expert,India
Web & Mobile Design,1980293386202045031,~021980293386202045031,400.0,Turkey,2025-10-20T15:21:50.245Z,Fixed,Expert,Turkey
Web Development,1976544276413259264,~021976544276413259264,40.0,United Kingdom,2025-10-10T07:04:12.791Z,Hourly,Expert,Ukraine
Web Development,1976544276413259264,~021976544276413259264,40.0,United Kingdom,2025-10-10T07:04:12.791Z,Hourly,Expert,Poland
Web & Mobile Design,1968804903166962860,~021968804903166962860,62.5,United States,2025-09-18T22:30:42.406Z,Hourly,Expert,United States
Web & Mobile Design,1973087335050669832,~021973087335050669832,200.0,United States,2025-09-30T18:07:33.745Z,Fixed,Intermediate,United States
Web & Mobile Design,1973127451931525456,~021973127451931525456,,United States,2025-09-30T20:46:58.411Z,Fixed,Expert,United States
Web & Mobile Design,1973638052523258894,~021973638052523258894,300.0,United States,2025-10-02T06:35:55.047Z,Fixed,Intermediate,United States
Web & Mobile Design,1975984121815301411,~021975984121815301411,200.0,United States,2025-10-08T17:58:21.568Z,Fixed,Expert,United States
Web & Mobile Design,1978211785748315502,~021978211785748315502,,United States,2025-10-14T21:30:17.966Z,Fixed,Expert,United States
Web & Mobile Design,1978931658198129010,~021978931658198129010,22.5,United States,2025-10-16T21:10:48.969Z,Hourly,Intermediate,United States
Web & Mobile Design,1980106854497887935,~021980106854497887935,,United States,2025-10-20T03:00:37.615Z,Hourly,Intermediate,United States
Web & Mobile Design,1980106854497887935,~021980106854497887935,,United States,2025-10-20T03:00:37.615Z,Hourly,Intermediate,United Kingdom
Web & Mobile Design,1980106854497887935,~021980106854497887935,,United States,2025-10-20T03:00:37.615Z,Hourly,Intermediate,Canada
Web & Mobile Design,1980475138671259080,~021980475138671259080,400.0,United States,2025-10-21T03:24:03.359Z,Fixed,Expert,United States
Web & Mobile Design,1981752617658101106,~021981752617658101106,62.5,United States,2025-10-24T16:00:18.156Z,Hourly,Expert,United States
Web & Mobile Design,1981777957457636722,~021981777957457636722,250.0,United States,2025-10-24T17:40:59.579Z,Fixed,Expert,United States
Web Development,1982897897110119856,~021982897897110119856,,United States,2025-10-27T19:51:14.024Z,Hourly,Expert,United States
Web & Mobile Design,1973138958008828473,~021973138958008828473,50.0,United States,2025-09-30T21:32:41.689Z,Fixed,Expert,Venezuela
Web & Mobile Design,1973855850019134446,~021973855850019134446,50.0,United States,2025-10-02T21:01:22.006Z,Fixed,Expert,Venezuela
Web Development,1977618494347766071,~021977618494347766071,11.0,United Kingdom,2025-10-13T06:12:46.276Z,Hourly,Expert,Vietnam
Web Development,1979838633995110631,~021979838633995110631,13.5,Japan,2025-10-19T09:14:48.826Z,Hourly,Intermediate,Vietnam
Desktop Application Development,1972140329410473714,~021972140329410473714,15.5,United States,2025-09-28T03:24:30.055Z,Hourly,Expert,Ukraine
Desktop Application Development,1972140329410473714,~021972140329410473714,15.5,United States,2025-09-28T03:24:30.055Z,Hourly,Expert,Philippines
Desktop Application Development,1972140329410473714,~021972140329410473714,15.5,United States,2025-09-28T03:24:30.055Z,Hourly,Expert,Vietnam
Desktop Application Development,1972140329410473714,~021972140329410473714,15.5,United States,2025-09-28T03:24:30.055Z,Hourly,Expert,Nigeria
Desktop Application Development,1972140329410473714,~021972140329410473714,15.5,United States,2025-09-28T03:24:30.055Z,Hourly,Expert,Poland
Desktop Application Development,1972140329410473714,~021972140329410473714,15.5,United States,2025-09-28T03:24:30.055Z,Hourly,Expert,Canada
Desktop Application Development,1972140329410473714,~021972140329410473714,15.5,United States,2025-09-28T03:24:30.055Z,Hourly,Expert,Romania
Desktop Application Development,1972140329410473714,~021972140329410473714,15.5,United States,2025-09-28T03:24:30.055Z,Hourly,Expert,Serbia
Product Management & Scrum,1967521284925741805,~021967521284925741805,15.0,United Kingdom,2025-09-15T09:30:03.960Z,Hourly,Expert,China
Product Management & Scrum,1967521284925741805,~021967521284925741805,15.0,United Kingdom,2025-09-15T09:30:03.960Z,Hourly,Expert,Philippines
Product Management & Scrum,1967521284925741805,~021967521284925741805,15.0,United Kingdom,2025-09-15T09:30:03.960Z,Hourly,Expert,Vietnam
Web & Mobile Design,1961510415688936310,~021961510415688936310,19.0,Canada,2025-08-29T19:25:01.074Z,Hourly,Expert,Hungary
Product Management & Scrum,1986331866806926386,~021986331866806926386,30.0,Malaysia,2025-11-06T07:16:36.219Z,Hourly,Intermediate,Malaysia
Web & Mobile Design,1969750234645191405,~021969750234645191405,,United Kingdom,2025-09-21T13:07:06.999Z,Hourly,Expert,United Kingdom
Web & Mobile Design,1969750234645191405,~021969750234645191405,,United Kingdom,2025-09-21T13:07:06.999Z,Hourly,Expert,United States
Web & Mobile Design,1969750234645191405,~021969750234645191405,,United Kingdom,2025-09-21T13:07:06.999Z,Hourly,Expert,Portugal
Web & Mobile Design,1968110939216935118,~021968110939216935118,41.5,United States,2025-09-17T00:33:08.508Z,Hourly,Intermediate,United States
Web & Mobile Design,1972814733244580176,~021972814733244580176,40.0,United States,2025-09-30T00:04:20.382Z,Hourly,Intermediate,United States
Web & Mobile Design,1972814733244580176,~021972814733244580176,40.0,United States,2025-09-30T00:04:20.382Z,Hourly,Intermediate,Ukraine
Web & Mobile Design,1972814733244580176,~021972814733244580176,40.0,United States,2025-09-30T00:04:20.382Z,Hourly,Intermediate,Poland
Web & Mobile Design,1974180246326177446,~021974180246326177446,80.0,United States,2025-10-03T18:30:24.144Z,Hourly,Expert,United States
Web & Mobile Design,1977021151479032119,~021977021151479032119,,United States,2025-10-11T14:39:08.653Z,Fixed,Intermediate,United States
Ecommerce Development,1981618058624862432,~021981618058624862432,21.5,Australia,2025-10-24T07:05:36.739Z,Hourly,Intermediate,Australia
Ecommerce Development,1981618058624862432,~021981618058624862432,21.5,Australia,2025-10-24T07:05:36.739Z,Hourly,Intermediate,New Zealand
Ecommerce Development,1981618058624862432,~021981618058624862432,21.5,Australia,2025-10-24T07:05:36.739Z,Hourly,Intermediate,Philippines
Ecommerce Development,1975519331382796922,~021975519331382796922,,Hong Kong,2025-10-07T11:11:26.851Z,Hourly,Intermediate,Bangladesh
Ecommerce Development,1975519331382796922,~021975519331382796922,,Hong Kong,2025-10-07T11:11:26.851Z,Hourly,Intermediate,India
Ecommerce Development,1975519331382796922,~021975519331382796922,,Hong Kong,2025-10-07T11:11:26.851Z,Hourly,Intermediate,Pakistan
Ecommerce Development,1975519331382796922,~021975519331382796922,,Hong Kong,2025-10-07T11:11:26.851Z,Hourly,Intermediate,Philippines
Web & Mobile Design,1972096786863244477,~021972096786863244477,22.5,Canada,2025-09-28T00:31:28.624Z,Hourly,Intermediate,Canada
Web & Mobile Design,1972096786863244477,~021972096786863244477,22.5,Canada,2025-09-28T00:31:28.624Z,Hourly,Intermediate,France
Web & Mobile Design,1972096786863244477,~021972096786863244477,22.5,Canada,2025-09-28T00:31:28.624Z,Hourly,Intermediate,United Kingdom
Web & Mobile Design,1972096786863244477,~021972096786863244477,22.5,Canada,2025-09-28T00:31:28.624Z,Hourly,Intermediate,United States
